slc,soilType,claySurface,claySubsurface,sandSurface,sandSubsurface,siltSurface,siltSubsurface,cfSurface,cfSubsurface,awhcSurface,awhcSubsurface,ppe,ocSurfacePerc,surfacePH,subsurfacePH,surfaceEC,subsurfaceEC,sarSurface,sarSubsurface,E_DEPTH,bd,egdd,a,surfaceFibre,subsurfaceFibre,organicDepth,waterTableDepth,masterHorizon,substrateCF,substrateSilt,substrateClay
635002,18,13.66666667,30.5,9.666666667,28.5,43,41,2.333333333,2.5,7.666666667,37,-177.8,3.323333333,5.033333333,6.05,0,0,4.422666667,0.273,200,0.4,1285,5.56,100,64,39,43,R,100,48,30
635003,14,20,20,40,40,40,40,9.333333333,10,17.66666667,66.5,-196.4,0.186666667,7.1,7.4,0,0,1.38,0.3,200,1.366666667,1354,9.28,100,47,97,35,CO,83,97,94
635004,4,11.66666667,34.5,16.33333333,32.5,39,33,3,5,6.333333333,31.5,-181.5,3.543333333,5.133333333,6,0,0,4.446,0.4055,200,0.366666667,1317,6.3,86,51,30,87,C,37,91,63
637001,7,20,20,40,40,40,40,9.333333333,10,17.66666667,66.5,-193.6,0.186666667,7.1,7.4,0,0,1.38,0.3,200,1.366666667,1330,8.72,72,80,11,52,A,60,12,26
637002,15,1.333333333,11.5,29.33333333,69,3,19.5,14.33333333,25,3.333333333,20.5,-181.6,3.05,5.333333333,5.9,0,0,4.416666667,1.0625,200,0.5,1296,6.32,33,81,91,54,R,30,1,28
637003,11,1.333333333,11.5,29.33333333,69,3,19.5,14.33333333,25,3.333333333,20.5,-178.7,3.05,5.333333333,5.9,0,0,4.416666667,1.0625,200,0.5,1308,5.74,4,65,46,7,CO,38,74,3
637004,27,12,27,25.66666667,42.5,29.33333333,30.5,6.333333333,12,11.66666667,55,-159.2,2.173333333,4.733333333,5.3,0,0,2.7289,0.27335,200,0.733333333,1303,1.84,83,43,27,69,C,24,59,24
637005,29,22,59,5.333333333,5,39.33333333,35.5,1.666666667,3.5,13.33333333,66.5,-157.4,2.5,4.833333333,5.3,0,0,2.609333333,0.09665,200,0.633333333,1297,1.48,98,41,58,57,A,42,99,76
637006,26,1.333333333,11.5,29.33333333,69,3,19.5,20,35,3,20.5,-175.6,2.49,5.6,6,0,0,4.036666667,1.3675,200,0.666666667,1308,5.12,71,20,49,30,R,91,10,93
637008,15,2.333333333,14,27,65,4.333333333,21,15.33333333,27,4,24.5,-173.7,2.77,5.4,5.95,0,0,4.096,1.0625,200,0.566666667,1332,4.74,23,3,98,98,CO,5,39,71
637009,23,2.333333333,2.5,57,91,7,6,0,0,5.666666667,17.5,-175.7,1.92,5.833333333,6.35,0,0,4.69,2.19,200,0.9,1322,5.14,30,61,67,15,C,63,22,30
637016,6,1.666666667,2.5,58,93.5,7,4,1,1,5,15,-179,1.7,5.833333333,6.3,0,0,5.17,2.71,200,0.966666667,1329,5.8,87,90,7,18,A,100,8,76
637018,6,1.333333333,11.5,29.33333333,69,3,19.5,8.666666667,15,2.666666667,20,-180.6,3.606666667,5.333333333,5.95,0,0,4.796666667,0.7575,200,0.333333333,1341,6.12,20,34,12,7,R,19,77,10
638001,17,2.333333333,28.5,16,40.5,15,31,1,7.5,7.666666667,55,-142.4,3.253333333,4.8,6,0,0,3.964666667,0.34035,200,0.433333333,1238,0,44,11,86,89,CO,82,80,31
638002,9,16.33333333,29.5,40.33333333,38,43.33333333,32.5,4,8.5,12.66666667,69.5,-108.1,1.856666667,5.166666667,5.55,0,0,2.9529,0.30955,200,0.8,1210,0,42,46,97,93,C,31,27,88
638003,27,10,27,39,45,17.66666667,27,5,8.5,9.333333333,50.5,-112,2.446666667,5,5.45,0,0,3.29,0.3275,200,0.666666667,1198,0,6,96,88,86,A,17,61,64
638004,4,2.333333333,28,16,40.5,15,32,1.666666667,6,10,62,-122.9,2.63,4.666666667,5.45,0,0,3.990666667,0.31765,200,0.566666667,1201,0,70,30,14,30,R,92,22,48
638005,9,11.33333333,28.5,32.66666667,43.5,23.33333333,28,5.333333333,10,11.33333333,55.5,-100.1,2.113333333,5.066666667,5.45,0,0,2.8969,0.30085,200,0.766666667,1172,0,92,100,6,74,CO,4,66,86
638006,6,8.666666667,30,27,38,31.33333333,31.5,3,7.5,12.33333333,70,-126.8,2.016666667,4.933333333,5.35,0,0,3.219566667,0.30955,200,0.766666667,1236,0,1,89,55,13,C,54,15,45
638007,4,5.666666667,21,20,52.5,8,26.5,4.666666667,8,4.666666667,28,-121.4,3.613333333,4.833333333,5.6,0,0,4.535333333,0.4525,200,0.333333333,1200,0,89,54,8,88,A,82,85,38
638008,2,6,21.5,19.33333333,51.5,8.333333333,27,10,18,8,41.5,-128.4,2.503333333,4.866666667,5.45,0,0,3.383333333,0.605,200,0.666666667,1211,0,68,52,94,33,R,3,1,57
638009,5,7.666666667,27,15.33333333,43,10.33333333,29.5,3.333333333,8.5,7.666666667,44.5,-141.6,3.15,4.8,5.7,0,0,3.608,0.32765,200,0.466666667,1240,0,12,39,70,30,CO,98,29,7
638010,23,12,27,25.66666667,42.5,29.33333333,30.5,6.333333333,12,11.66666667,55,-112.4,2.173333333,4.733333333,5.3,0,0,2.7289,0.27335,200,0.733333333,1182,0,86,66,1,1,C,88,96,96
638011,16,4.666666667,18.5,22.33333333,57,6.666666667,25,4,7,3.666666667,24,-132.8,3.89,4.933333333,5.75,0,0,4.856,0.4525,200,0.266666667,1235,0,21,93,80,76,A,73,98,17
639001,4,7.666666667,25.5,15.33333333,44.5,10.33333333,30,2.666666667,5,5.666666667,32.5,-90.7,3.613333333,4.7,5.5,0,0,4.404666667,0.3,200,0.333333333,1161,0,13,81,14,93,R,20,76,12
641001,15,10,23,29.66666667,50,27.33333333,27.5,10.66666667,19,9.333333333,46.5,-171.4,2.196666667,5,5.55,0,0,3.026433333,0.59165,200,0.733333333,1311,4.28,72,20,22,42,CO,38,30,6
641002,2,3,15.5,25.33333333,62,5,22.5,16,28,5,29,-151.2,2.493333333,5.3,5.8,0,0,3.775333333,1.0625,200,0.666666667,1285,0.24,7,96,38,20,C,41,90,95
641006,29,1.333333333,11.5,29.33333333,69,3,19.5,5.666666667,10,2.666666667,19.5,-158.3,3.883333333,5.266666667,6.05,0,0,4.986666667,0.605,200,0.266666667,1278,1.66,45,62,6,3,A,49,16,51
641010,9,4,17.5,23.33333333,58.5,6,24,14,25,6,33,-155.7,2.496666667,5.166666667,5.65,0,0,3.644666667,0.91,200,0.666666667,1251,1.14,83,57,10,40,R,90,41,11
644001,3,37.66666667,35.5,32,34.5,30.33333333,30,2.666666667,5,8.666666667,46,-140.1,2.79,5.233333333,6.2,0,0.7,3.451333333,0.639,166,0.566666667,1230,0,13,78,61,58,CO,18,57,11
644002,25,5,14.5,51.33333333,70,10.66666667,16.5,1,2,3.666666667,22.5,-138,3.75,4.933333333,5.8,0,0,5.069333333,0.7,200,0.3,1251,0,56,91,83,79,C,84,31,75
644005,20,5,19.5,21.33333333,55,7.333333333,25.5,12,21,7,37,-151.2,2.503333333,5.066666667,5.55,0,0,3.514,0.7575,200,0.666666667,1219,0.24,42,31,87,7,A,65,63,48
650001,24,22,27.5,48,48,30,25,5,6,12,56,-159.6,1.43,5.533333333,5.55,0,0,2.360233333,0.47725,200,0.966666667,1295,1.92,3,29,32,20,R,36,87,44
650002,6,25,31,44.33333333,41.5,30.33333333,27.5,4.666666667,5,14.33333333,65.5,-128.1,0.8,5.666666667,5.25,0,0,1.487566667,0.29925,200,1.133333333,1244,0,97,86,29,37,CO,87,72,66
650003,20,20.66666667,21.5,53.33333333,59,25.66666667,19.5,3.333333333,4,9,39.5,-156,1.976666667,5.733333333,5.85,0,0,3.466433333,1.3545,200,0.8,1294,1.2,53,20,34,93,C,73,24,22
650004,22,25,33,43,39,32,28,4,5,13.66666667,64,-185.6,0.973333333,5.766666667,5.45,0,0,1.758766667,0.2656,200,1.1,1324,7.12,30,27,74,3,A,50,84,46
650005,3,19,18.5,56,64,24.66666667,17.5,3,4,9,38.5,-165.6,1.633333333,5.8,5.9,0,0,3.379766667,1.8165,200,0.9,1286,3.12,40,47,14,57,R,16,25,30
650006,19,24,26,49.33333333,50.5,26.66666667,24,8.333333333,14.5,12.66666667,54,-183,0.856666667,5.733333333,5.55,0,0,2.163766667,0.7189,200,1.166666667,1322,6.6,81,55,37,5,CO,17,69,21
650007,27,0,0,0,0,0,0,0,0,0,0,-201.8,0,0,0,0,0,0,0,200,0,1348,10.36,12,27,15,3,C,24,60,22
650008,19,26.33333333,31,44,41.5,29.33333333,27.5,5,5,15,65.5,-211.9,0.556666667,5.633333333,5.25,0,0,1.338666667,0.29925,200,1.266666667,1347,12.38,63,96,62,70,A,40,64,6
678001,14,25,30,33.33333333,30.5,42.33333333,40,4,4.5,15.33333333,68,-179.8,1.43,5.4,5.65,0,0,1.838233333,0.26435,200,1.033333333,1325,5.96,63,56,63,21,R,17,47,11
678002,4,26.33333333,31,33.33333333,33,40.66666667,36.5,5,5,16.33333333,71,-192.6,0.953333333,5.5,5.9,0,0,1.515433333,0.25065,200,1.166666667,1328,8.52,48,96,47,79,CO,3,0,80
678003,10,15.33333333,8,58,80.5,27,12,1,2,7.666666667,26,-187,1.89,5.9,6,0,0,3.52,3.63375,200,0.833333333,1310,7.4,40,73,88,11,C,30,68,86
678004,12,30,30,40,40,30,30,5,5,19.33333333,67.5,-186.6,0.1,7,7,0,0,0.1,0.1,200,1.5,1344,7.32,64,24,25,44,A,37,14,40
678005,29,19.66666667,28.5,31.66666667,22.5,48.66666667,49,2,2,6.666666667,39,-189.7,4.083333333,4.766666667,5.85,0,0,4.122666667,0.29625,200,0.366666667,1340,7.94,78,68,75,70,R,72,58,76
678006,12,25.66666667,31,36,34.5,38.33333333,35,5,5,17,72.5,-178.9,0.683333333,5.6,5.9,0,0,1.2809,0.24925,200,1.233333333,1327,5.78,23,66,26,63,CO,64,69,2
678007,15,35.66666667,39.5,28.33333333,26.5,36.66666667,34.5,4,4,14.66666667,67.5,-191.5,1.21,5.3,6.15,0,0.1,1.605766667,0.2115,200,1.033333333,1331,8.3,59,53,61,26,C,12,90,94
678008,20,26.33333333,30.5,34.33333333,33.5,39.33333333,36.5,5,5,11,50,-174.2,2.776666667,4.933333333,5.75,0,0,3.037566667,0.27625,200,0.733333333,1306,4.84,2,85,67,72,A,1,82,57
678009,8,25.66666667,31,34.66666667,34,39.66666667,35,5,5,18.66666667,79,-182.7,0.183333333,5.8,6,0,0,0.86,0.2355,200,1.366666667,1318,6.54,21,17,30,53,R,23,100,88
678010,20,23.33333333,25,44.33333333,46,32,28.5,4.333333333,9.5,13.33333333,54,-184.3,1.176666667,6.433333333,6.65,0,0,1.741,0.4209,200,1.133333333,1332,6.86,42,79,6,39,CO,57,15,13
678011,5,1.666666667,16.5,39,57.5,26,25.5,3.333333333,18,6.666666667,38,-180.9,2.343333333,5.8,6.25,0,0,3.672,0.83875,200,0.666666667,1307,6.18,17,79,12,5,C,71,71,24
678012,27,25.66666667,31,34.33333333,34,39.66666667,35.5,5,5,15.66666667,67,-184.1,1.233333333,5.466666667,5.95,0,0,1.894666667,0.27375,200,1.133333333,1294,6.82,54,21,79,34,A,43,79,36
679001,16,24.66666667,31.5,44.33333333,41,30.66666667,28,4.666666667,5,13.66666667,64.5,-192.5,0.976666667,5.7,5.3,0,0,1.7941,0.29365,200,1.1,1298,8.5,47,23,27,73,R,81,23,36
680001,23,2.666666667,13,43.66666667,67.5,20.33333333,18.5,3.333333333,13,7.666666667,36,-197.9,1.53,5.966666667,6.25,0,0,3.464,1.6511,200,0.866666667,1326,9.58,83,56,61,31,CO,16,89,50
680002,5,25.66666667,32,33.66666667,34,40.66666667,34.5,5,5,18.66666667,78.5,-211.4,0.206666667,5.9,6.2,0,0,0.8818,0.2255,200,1.333333333,1363,12.28,67,96,44,40,C,2,91,32
680003,29,11.66666667,5,65.66666667,87.5,23,7.5,1,2,7,20,-219.5,1.373333333,6,6.3,0,0,4.205333333,3.98625,200,0.966666667,1366,13.9,19,45,63,14,A,16,85,4
680004,23,24,30.5,36,36.5,39.66666667,33.5,4.333333333,5,18,75.5,-215.4,0.243333333,6.033333333,6.45,0,0,1.1238,0.348,200,1.333333333,1326,13.08,83,87,95,50,R,83,21,41
680005,15,20.33333333,24.5,41,42,38.66666667,33.5,4.333333333,5,17.66666667,70,-218.5,0.32,6.8,6.85,0,0,1.062233333,0.415,200,1.333333333,1380,13.7,60,84,31,73,CO,63,10,64
680008,20,20.66666667,28.5,40,39,40,32.5,3,3,14,63,-224.1,1.253333333,5.466666667,5.95,0,0,1.6964,0.3647,200,1.1,1361,14.82,99,28,81,100,C,29,29,26
680010,1,28.33333333,23,39,53.5,32.33333333,24,4.666666667,24.5,19,50,-230.6,0.333333333,6.633333333,7.2,0,0,0.636466667,0.9555,200,1.4,1352,16.12,7,51,67,100,A,12,81,55
681001,29,12.66666667,19,56.66666667,55.5,31.33333333,25.5,0.666666667,1,13,53,-183.7,0.933333333,5.966666667,6.45,0,0,2.515333333,0.9214,200,1.166666667,1313,6.74,30,29,90,80,R,73,52,21
681002,8,30.33333333,33.5,20,21,50,46,0.333333333,1,15.33333333,72,-182.3,0.836666667,6.333333333,6.8,0,0.05,1.668666667,0.65805,200,1.1,1327,6.46,53,8,0,68,CO,12,75,98
681003,27,56.66666667,62.5,15.66666667,14,27.66666667,23.5,2,2,16.66666667,75.5,-192.5,0.59,6.133333333,6.4,0,0,0.939333333,0.179,200,1.133333333,1355,8.5,5,83,28,52,C,85,34,39
681004,27,22,29,41.33333333,44.5,36.66666667,26.5,2.333333333,5,17.33333333,68,-183.3,0.253333333,6.666666667,6.95,0,0.55,1.117233333,0.2964,181.8,1.3,1331,6.66,49,64,51,6,A,46,76,23
681005,24,20.66666667,28.5,41,41.5,39.33333333,30.5,2.666666667,5.5,17,73,-186.2,0.236666667,6.666666667,7.25,0,1.85,1.336,0.24415,128,1.3,1363,7.24,89,68,34,56,R,98,13,56
681006,16,21.33333333,28,43.33333333,38,36,34,1,4,15.33333333,69.5,-191.6,0.366666667,7.033333333,7.65,0,0.1,1.782233333,0.52375,200,1.3,1355,8.32,34,35,86,7,CO,5,18,41
683001,8,13.33333333,15,69.66666667,69,18,16,0.333333333,1,13,44,-206.9,0.246666667,6.333333333,6.85,0.066666667,1.3,2.529833333,3.2501,164.6,1.4,1407,11.38,65,77,14,80,C,75,90,8
683002,5,24.33333333,25.5,26,26.5,49.66666667,48.5,0,0,17.33333333,77,-217.1,0.376666667,6.733333333,6.85,0,0,1.584433333,1.0788,200,1.266666667,1377,13.42,2,76,53,46,A,47,40,5
683003,10,6,9.5,78.33333333,81.5,16,9.5,0.666666667,1.5,8,26.5,-204.9,1.553333333,5.933333333,6.3,0,0,4.454666667,3.5295,200,0.966666667,1370,10.98,20,25,87,50,R,65,72,3
684001,4,22.33333333,37.5,28.66666667,16.5,50,47,1,1,9,42.5,-158.9,3.103333333,5.066666667,6.35,0,0,3.5569,0.7627,200,0.6,1239,1.78,5,72,23,93,CO,76,7,55
684002,6,28.33333333,42,16.66666667,8.5,55.33333333,49.5,0,0,16,75.5,-181.9,1.266666667,5.633333333,6.05,0,0,1.695433333,0.1883,200,0.933333333,1297,6.38,83,83,26,77,C,79,18,40
684003,23,20,28,44.66666667,43,35.33333333,29,2.333333333,4,14,66.5,-156,0.976666667,6.433333333,6.35,0,0.15,1.573933333,0.32475,200,1.1,1231,1.2,68,30,22,59,A,75,36,60
684004,30,39.66666667,65.5,17.33333333,9.5,43,26,0.333333333,1,18,77.5,-172.1,0.32,5.333333333,6.05,0,0.05,0.509,0.1397,200,1.166666667,1276,4.42,69,36,63,13,R,5,35,26
684005,7,21.33333333,29,42.66666667,43.5,35,27.5,2.333333333,4,13.33333333,58,-187.8,1.38,6.1,6.25,0,0.15,2.010466667,0.3029,200,1.033333333,1309,7.56,29,2,23,83,CO,40,12,61
684006,22,39.33333333,45.5,29.33333333,28.5,31,27,2,3,16.33333333,73.5,-188.5,0.24,6.233333333,6.75,0,0.25,0.647233333,0.2,200,1.233333333,1344,7.7,32,69,66,36,C,4,48,48
684007,7,21.66666667,29.5,41,41,37,29.5,3.333333333,5,17.66666667,73,-172.5,0.186666667,6.666666667,6.8,0,1,1.050233333,0.26485,164,1.333333333,1372,4.5,85,11,60,4,A,9,12,31
684008,13,21.66666667,29,42.66666667,44,35.33333333,27.5,3.333333333,5,14.33333333,62,-163.6,0.96,6.366666667,6.5,0,0.15,1.5738,0.3041,200,1.133333333,1350,2.72,8,13,42,98,R,45,65,63
684009,25,16,27,27.66666667,17,56.33333333,56,0,0,13.33333333,77,-159.7,1.343333333,5.433333333,5.15,0,0,2.290666667,0.58985,200,0.9,1392,1.94,76,7,36,26,CO,11,33,57
684010,29,21.33333333,21,39.66666667,43,39.33333333,37,3,3,18,63,-166.1,0.233333333,7.333333333,7.45,0,0,0.55,0.65,200,1.466666667,1397,3.22,58,84,64,38,C,20,78,27
684011,9,40.66666667,56.5,21.66666667,17.5,37.66666667,26.5,1,2,16.66666667,74,-166.8,0.256666667,5.6,6.7,0,0.2,0.722233333,0.15525,200,1.166666667,1393,3.36,43,79,26,12,A,20,68,85
684012,12,28,28,39.66666667,40.5,31.66666667,31.5,5,5,19.33333333,66.5,-170.1,0.126666667,7.1,7.1,0,0,0.19,0.21,200,1.5,1407,4.02,44,84,47,90,R,74,44,85
686001,6,25.33333333,30.5,44,41,30.33333333,28.5,5,5,15,66,-222.6,0.57,5.833333333,5.5,0,0,1.349533333,0.29925,200,1.233333333,1341,14.52,19,8,1,47,CO,8,41,83
686002,20,21.66666667,30.5,45.33333333,42,33,27.5,3.666666667,4,12.66666667,60.5,-221.9,1.283333333,5.666666667,5.5,0,0,2.018933333,0.33605,200,1.033333333,1331,14.38,57,18,55,33,C,99,5,18
686004,14,20,29,46,44.5,33.66666667,26.5,4,4,15,66,-228.1,0.526666667,5.8,5.75,0,0,1.319733333,0.44035,200,1.233333333,1330,15.62,25,14,27,66,A,97,85,51
686006,12,26,31,34,34,40.66666667,35.5,5,5,18.66666667,79,-233.6,0.2,5.8,6.05,0,0,1.031133333,0.25625,200,1.333333333,1354,16.72,33,95,69,97,R,57,97,2
687001,19,17.66666667,21.5,52,58.5,30.33333333,19.5,2.333333333,4,13.33333333,51.5,-240.4,0.516666667,6.433333333,6.65,0,0.05,2.162,1.6661,200,1.233333333,1375,18.08,7,94,7,89,CO,0,5,74
687002,12,17.66666667,21.5,52,58.5,30.33333333,19.5,2.333333333,4,13.33333333,51.5,-244.8,0.516666667,6.433333333,6.65,0,0.05,2.162,1.6661,200,1.233333333,1390,18.96,55,23,55,36,C,51,32,93
687003,9,26.66666667,26,39.66666667,41,33.66666667,32.5,4,4,18.33333333,65.5,-250.2,0.153333333,7.133333333,7.2,0,0,0.2753,0.3143,200,1.433333333,1409,20.04,17,82,45,95,A,70,25,80
687004,3,20.33333333,29,47.33333333,42,32,29,2.333333333,3,16,66,-245,0.27,6.266666667,7.15,0.3,1.4,1.118766667,0.67305,160.85,1.333333333,1397,19,30,96,36,90,R,21,17,9
688001,6,19,26,42.33333333,45,39,29,3,5.5,16,66.5,-228.2,0.266666667,6.733333333,6.7,0,0.1,1.856,0.45465,200,1.3,1353,15.64,98,95,43,62,CO,18,43,83
688002,13,26.66666667,26,39.66666667,41,33.66666667,32.5,4,4,18.33333333,65.5,-237.4,0.153333333,7.133333333,7.2,0,0,0.28,0.32,200,1.433333333,1383,17.48,15,73,53,97,C,73,49,58
688003,22,21.66666667,29,42.66666667,44,35.66666667,27,3.333333333,5,16.66666667,68.5,-228.9,0.223333333,6.766666667,6.75,0,0.15,1.159133333,0.3205,200,1.3,1373,15.78,34,100,91,38,A,23,28,90
688004,18,20.33333333,28,43.66666667,47,36,26,2.333333333,5.5,16,65.5,-230.6,0.286666667,6.833333333,6.95,0,0.1,1.422233333,0.34385,200,1.3,1391,16.12,52,45,67,83,R,41,13,27
692001,22,39,66,14.66666667,7.5,45.66666667,26.5,1,1,13.33333333,61,-145.6,1.846666667,4.933333333,5.95,0,0,1.94,0.19055,200,0.833333333,1257,0,28,50,97,44,CO,90,61,1
692002,23,24.33333333,32.5,36,28.5,39.33333333,38.5,1.333333333,3.5,16.33333333,68,-149.1,0.786666667,6.1,6.45,0,1.25,1.5239,0.27905,164,1.133333333,1346,0,64,88,68,44,C,97,15,88
692003,6,37.66666667,62,19.33333333,12,42.66666667,26,1,1,16.33333333,71.5,-142.1,0.803333333,5.333333333,6.05,0,0.05,1.015766667,0.1688,200,1.066666667,1317,0,83,98,93,16,A,73,38,86
692004,23,24.66666667,24.5,40,42,35.33333333,34,4,4,18.33333333,64.5,-153.7,0.18,7.2,7.25,0,0,0.37,0.43,200,1.433333333,1349,0.74,1,18,74,21,R,92,20,16
692005,18,28.33333333,23,39,53.5,32.33333333,24,4.666666667,24.5,19,50,-142.6,0.333333333,6.633333333,7.2,0,0,0.636466667,0.9555,200,1.4,1321,0,49,52,46,32,CO,2,3,28
692006,28,46.66666667,69,13.33333333,4.5,40,26.5,0,0,14.66666667,69,-149.1,1.02,4.966666667,6.4,0,0.15,1.125666667,0.1155,200,0.966666667,1342,0,35,26,19,91,C,81,78,89
692007,23,18.33333333,32.5,27.66666667,33.5,54,34.5,5,6.5,16,77,-147,0.23,6.133333333,5.9,0,0,1.284666667,0.29515,200,1.266666667,1347,0,25,68,86,50,A,55,81,45
692008,16,38,47.5,17.33333333,21.5,44,31,3,4.5,16,77,-127.6,0.323333333,5.8,6.1,0,0.1,0.756,0.1652,200,1.166666667,1294,0,76,63,30,34,R,0,67,55
692009,8,19.66666667,31.5,29,34,51.33333333,34.5,5,7,15.33333333,70,-150.5,0.756666667,5.966666667,5.95,0,0,1.481766667,0.2412,200,1.133333333,1332,0.1,31,15,18,56,CO,93,83,54
692010,4,40,48,23,22,38,30.5,4,6,14,65.5,-111.9,0.963333333,5.133333333,6.05,0,0.1,1.591566667,0.2517,200,0.966666667,1250,0,69,4,12,13,C,86,21,2
703001,20,18.66666667,32,28,33.5,54,34.5,4.666666667,7,16,77,-138.2,0.32,6.033333333,5.85,0,0,1.169433333,0.27795,200,1.233333333,1271,0,64,57,26,21,A,10,38,43
703002,2,19,32,23,33,57,35,5,7.5,14.66666667,67.5,-122.2,1.023333333,5.766666667,5.65,0,0,1.731333333,0.2377,200,1.033333333,1231,0,28,11,78,36,R,39,27,72
703003,13,19.66666667,32,23.33333333,33.5,57,35,5,7,16.33333333,75.5,-131.6,0.313333333,6,5.6,0,0,1.1766,0.22635,200,1.2,1224,0,58,88,83,21,CO,16,9,45
703004,16,31,40.5,13.33333333,9,55.66666667,50.5,1,1.5,13.66666667,65,-127,2.03,5.4,6,0,0,2.334,0.23705,200,0.833333333,1216,0,100,52,33,62,C,18,21,75
703005,13,24.66666667,29,20,21.5,56,50,2,2,16.66666667,78.5,-145.5,0.316666667,6.533333333,6.8,0,0,1.628666667,0.73915,200,1.2,1252,0,21,35,21,93,A,54,73,85
703006,6,16.66666667,32.5,26,32,56.33333333,35.5,5,7,14,70.5,-120.5,0.96,5.7,5.75,0,0,1.672666667,0.29435,200,1.066666667,1176,0,93,6,5,7,R,40,61,32
703007,22,17.33333333,32.5,26,32.5,56.66666667,35,5,7,16,79,-126,0.236666667,5.966666667,5.7,0,0,1.1106,0.2901,200,1.233333333,1193,0,82,2,20,19,CO,38,19,18
708001,21,14,28,37.66666667,39.5,48.66666667,32.5,1,1,9.333333333,53,-141.9,2.3,5.433333333,5.8,0,0,3.985566667,0.4585,200,0.633333333,1180,0,53,18,55,46,C,54,25,14
708002,12,22,30.5,27.66666667,31,50.33333333,38.5,4,5.5,16.66666667,75,-153.5,0.296666667,6.366666667,6.35,0,0,1.32,0.36995,200,1.233333333,1235,0.7,64,24,68,47,A,66,6,4
708003,13,15.66666667,27.5,43.66666667,42.5,41,29.5,2.333333333,7,12.66666667,64.5,-149.3,1.25,5.266666667,5.9,0,0,2.69,0.31615,200,0.966666667,1156,0,83,3,75,34,R,59,19,59
708004,20,19,12,42.33333333,69.5,39.33333333,18.5,9.666666667,40.5,14.66666667,28,-163.4,0.286666667,6.9,7.65,0,0,1.582233333,2.1467,200,1.333333333,1158,2.68,19,86,97,45,CO,59,11,96
708005,13,23.66666667,33.5,20.33333333,29,56,38,4,6,16.66666667,75.5,-171.1,0.31,6.033333333,5.8,0,0,1.159666667,0.29825,200,1.233333333,1210,4.22,95,29,24,52,C,61,3,52
708006,11,28.33333333,40,20.66666667,27,51,33,4,5.5,16.33333333,77,-161.9,0.263333333,5.866666667,5.9,0,0.05,0.922,0.20765,200,1.233333333,1103,2.38,93,83,9,78,A,20,59,47
727001,1,32.33333333,38.5,30.33333333,27.5,38.33333333,34.5,2.333333333,4,19,80,-175.8,0.343333333,5.9,7.1,0.166666667,5.05,0.8441,0.1222,75.2,1.266666667,1391,5.16,70,77,3,96,R,5,32,8
727002,19,21.33333333,30.5,45,42,34.66666667,27.5,3.666666667,5,16,69,-192.1,0.306666667,6.366666667,6.75,0,0,1.121766667,0.25585,200,1.333333333,1418,8.42,62,34,2,46,CO,67,47,27
727003,25,35.33333333,47.5,14,11,50.66666667,41.5,1,1,16,90,-193.2,0.553333333,6.133333333,6.4,0,0.05,1.042,0.2404,200,1.1,1452,8.64,24,60,95,95,C,98,1,2
727004,11,23.33333333,25,21,16.5,55.66666667,58.5,0,0,15,76.5,-176.7,0.8,5.9,6.1,0,0,1.8951,1.211,200,1.066666667,1421,5.34,5,26,78,41,A,81,9,32
727005,9,26,27.5,41,40,33,33,4,4,18,67,-189.4,0.19,7,7.05,0,0,0.53,0.37015,200,1.4,1446,7.88,96,79,24,13,R,61,57,91
727006,7,32.33333333,42.5,17,15.5,50.66666667,42.5,1,1,16.33333333,88.5,-183.7,0.5,6.3,6.35,0,0,1.315566667,0.51465,200,1.166666667,1413,6.74,22,33,36,31,CO,89,63,18
727007,25,10,18,68.66666667,69,21.33333333,13,2,2,9.666666667,39.5,-184.7,1.616666667,5.666666667,6.4,0,0,3.758666667,0.846,200,0.933333333,1417,6.94,39,37,63,71,C,33,65,53
727008,13,24.66666667,35,37.66666667,37.5,38.66666667,27.5,2.333333333,4.5,16,69,-176.5,0.306666667,6.566666667,6.95,0,0.05,1.3769,0.2935,200,1.266666667,1389,5.3,25,65,69,15,A,93,97,64
727009,14,20.33333333,31,39.66666667,36,40,33.5,2.333333333,3.5,17,75,-178.6,0.326666667,6.166666667,7.15,0,1.2,1.141066667,0.2614,145.4,1.333333333,1378,5.72,46,57,22,28,R,13,59,39
727010,10,28,39.5,28.66666667,24,44,37,2.333333333,3,17,84.5,-181.5,0.41,6.133333333,6.85,0,0.85,1.2551,0.1849,149,1.2,1371,6.3,35,63,62,10,CO,34,71,2
727011,15,20.33333333,23,47,46.5,32.66666667,31,1,1,16,64.5,-181.3,0.356666667,6.633333333,6.65,0,0,1.571333333,1.1757,200,1.266666667,1372,6.26,45,99,65,68,C,74,24,90
727012,20,21,30.5,45,42.5,35,27.5,3.666666667,5,15.66666667,69,-189.6,0.306666667,6.433333333,6.8,0,0,1.186,0.26915,200,1.333333333,1386,7.92,100,48,78,16,A,2,68,75
727013,1,32.66666667,46,17.66666667,12.5,50.33333333,42,1,1,16.66666667,93.5,-196.2,0.476666667,6,6.6,0,0.85,1.121333333,0.14975,149,1.166666667,1396,9.24,17,70,37,53,R,39,96,5
727014,4,33.33333333,42.5,18.33333333,17,48.66666667,40.5,1,1,17,86.5,-184,0.466666667,6.233333333,6.4,0,0.85,1.1749,0.3979,182,1.2,1414,6.8,92,60,94,96,CO,10,100,17
